BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
F10700,Klongnamkem Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group Public Co. Ltd.,Thai Union Group Public Co. Ltd.,12.48590278,102.1223172,8/12/17,TBD,227.3,,,NSF International,June Pongviratchai,3,2,0,,,,,
F10700A,Thai Union Group IOM 12 - Klongnamkem Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group IOM 12 - Klongnamkem Farm,Thai Union Group IOM 12 - Klongnamkem Farm,12.48583333,102.1222222,8/12/18,,,,,,,,,,,,,,
F10700B,Thai Union Group IOM 12 - Grace Farm (Klong Kloi Farm),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group IOM 12 - Grace Farm (Klong Kloi Farm),Thai Union Group IOM 12 - Grace Farm (Klong Kloi Farm),12.501944,102.070833,6/30/17,TBD,,,,,,,,,,,,,
F10701,Theva & Co.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Theva & Co.,Theva & Co.,9.504305556,78.47335,7/3/17,TBD,408,,,SGS India Pvt. Ltd.,Vedamurthy A P ,5,3,0,,,,,
F10702A,M/S. Suryamitra Exim Pvt Ltd IOM Group 1 - Alluri Madhu Ravi Rama Raju Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Suryamitra Exim Pvt. Ltd.,Suryamitra Exim Pvt. Ltd.,16.402984,81.714933,7/19/17,TBD,51,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,4,0,,,,,
F10702B,M/S. Suryamitra Exim Pvt Ltd IOM Group 1 - Cherukuri Satyanarayana Varma Raju Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Suryamitra Exim Pvt. Ltd.,Suryamitra Exim Pvt. Ltd.,16.390519,81.716706,7/19/17,TBD,130,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,4,0,,,,,
F10702C,M/S. Suryamitra Exim Pvt Ltd IOM Group 1 - Rudraraju Ranadeer Varma Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Suryamitra Exim Pvt. Ltd.,Suryamitra Exim Pvt. Ltd.,16.340809,81.746986,7/19/17,TBD,255,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,4,0,,,,,
F10702D,M/S. Suryamitra Exim Pvt Ltd IOM Group 1 - Rudraraju Suryanarayana Raju Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Suryamitra Exim Pvt. Ltd.,Suryamitra Exim Pvt. Ltd.,16.346156,81.750511,7/19/17,TBD,146,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,4,0,,,,,
F10704,Leizhou Longment Reservoir,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Leizhou Longmen Reservoir Tilapia Farm,Leizhou Longmen Reservoir Tilapia Farm,20.67416667,110.0330556,5/22/18,TBD,,,,,,,,,,,,,
F10708B,Okeanos IOM Farm Group 2 - Chanon Sithikul (TSM6),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Okeanos Food Co. Ltd.,Okeanos Food Co. Ltd.,9.641108333,98.54700278,10/12/17,TBD,,,,,,,,,,,,,
F10708C,Okeanos IOM Farm Group 2 - Shunthon Pachkaew (TSM18),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Okeanos Food Co. Ltd.,Okeanos Food Co. Ltd.,9.479841667,98.504325,10/12/17,TBD,,,,,,,,,,,,,
F10709A,Kami Reddy Suresh 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sagar Grandhi Exports Ltd.,Sagar Grandhi Exports Ltd.,14.03404896,80.14672365,7/4/17,TBD,202,,,SGS India Pvt. Ltd.,Vedamurthy A P ,4,0,0,,,,,
F10709B,Kami Reddy Suresh 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sagar Grandhi Exports Ltd.,Sagar Grandhi Exports Ltd.,14.30658692,80.04759007,7/4/17,TBD,190,,,SGS India Pvt. Ltd.,Vedamurthy A P ,5,0,0,,,,,
F10710,Datun Pengyong Farm of Heng Fu Aquaculture Co. Ltd. Wuchuan,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Zhanjiang Hengrun Aquatic Product Co. Ltd.,Zhanjiang Hengrun Aquatic Product Co. Ltd.,21.32666667,110.6361111,10/14/17,TBD,,,,,,,,,,,,,
F10711A,Thai Royal IOM 7 - Kwanmuang Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.19362,99.42355,9/6/17,TBD,22,,,NSF International,Suzette Licop,1,0,0,,,,,
F10711B,Thai Royal IOM 7 - Somchok Kaewkrajok,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.194444444,99.41944444,9/6/17,TBD,42,,,NSF International,Suzette Licop,4,0,0,,,,,
F10711C,Thai Royal IOM 7 - Ratchakrit Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.193888889,99.40666667,9/6/17,TBD,30,,,NSF International,Suzette Licop,1,0,0,,,,,
F10711D,Thai Royal IOM 7 - Rungroj Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.3613,99.24397,9/6/17,TBD,50.2,,,NSF International,Suzette Licop,3,0,0,,,,,
F10711E,Thai Royal IOM 7 - Rungroj Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.474444444,99.23666667,9/6/17,TBD,,,,NSF International,Suzette Licop,2,0,0,,,,,
F10711F,Thai Royal IOM 7 - Yodpinij 5,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal IOM 7 - Yodpinij 5,Thai Royal IOM 7 - Yodpinij 5,9.227222222,99.50305556,10/14/18,,,,,,,,,,,,,,
F10711G,Thai Royal IOM 7 - TPN Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal IOM 7 - TPN Farm,Thai Royal IOM 7 - TPN Farm,9.237222222,99.52333333,10/14/18,,,,,,,,,,,,,,
F10711H,Thai Royal IOM 7 - Natenon 3,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal IOM 7 - Natenon 3,Thai Royal IOM 7 - Natenon 3,9.237223,99.523331,10/14/18,,,,,,,,,,,,,,
F10711I,Thai Royal IOM 7 - Natenon 14,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal IOM 7 - Natenon 14,Thai Royal IOM 7 - Natenon 14,9.181388889,99.38388889,10/14/18,,,,,,,,,,,,,,
F10712A,Thai Royal IOM 8 - Wong Orawan Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,7.36725,99.56975,8/11/17,TBD,60,,,Acoura Marine,Don Griffiths,4,0,0,,,,,
F10712B,Thai Royal IOM 8 - Petch Charoen Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,7.286027778,99.65175,8/11/17,TBD,60,,,Acoura Marine,Don Griffiths,1,0,0,,,,,
F10714,PT. Merdeka Sarana Usaha,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT. Merdeka Sarana Usaha,PT. Merdeka Sarana Usaha,-2.0988,106.1493,7/31/18,TBD,,,,,,,,,,,,,
F10715A,Centro Punta Garcia,Salmon Farm Standard,1,Farm,Salmon,,Chile,Productos del Mar Ventisqueros S.A.,Productos del Mar Ventisqueros S.A.,-42.9439,-72.81316667,11/20/17,TBD,"4,543",,,,,,,,,,,,
F10715B,Centro Noroeste Isla Francisco,Salmon Farm Standard,1,Farm,Salmon,,Chile ,Productos del Mar Ventisqueros S.A.,Productos del Mar Ventisqueros S.A.,-44.49608889,-73.68368611,11/20/17,TBD,"3,820",,,,,,,,,,,,
F10718,Australis Mar S.A. - Centro Canal Costa (Canal Costa Site),Salmon Farm Standard,1,Farm,Salmon,,Chile,Australis Mar S.A.,Australis Mar S.A.,-45.47944017,-73.49337157,7/19/17,TBD,,,,NSF International,Guillermo Schillings,7,0,0,,,,,
F10718A,Australis Mar S.A -Centro Italia,Salmon Farm Standard,1,Farm,Salmon,,Chile,Australis Mar S.A -Centro Italia,Australis Mar S.A -Centro Italia,-45.383975,-74.18973889,6/20/19,,,,,,,,,,,,,,
F10719A,K. Ranga Rao (Military. Ranga Rao),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.634,80.218,9/21/17,TBD,53,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10719B,Divi Srinivasulu,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.347526,80.0797578,9/21/17,TBD,45,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10719C,Alluri. Venkata Satya Narayana Raju,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.3328033,80.0688636,9/21/17,TBD,42,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10719D,Pathipati Madhu Babu,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.3466413,80.0786111,9/21/17,TBD,258,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,2,0,,,,,
F10719E,Tammineni Satyanarayana,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.3208426,80.0707559,9/21/17,TBD,29,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,2,0,,,,,
F10719F,Cherukuri Naga Krishna,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.323577,80.04403,9/21/17,TBD,35,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,12,2,0,,,,,
F10719G,Edra Yalamanda,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.344343,80.08053,9/21/17,TBD,14,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10720A,Bellam Ramu,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.32417,80.082685,9/21/17,TBD,180,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,12,2,0,,,,,
F10720B,Kumbha Srinivas,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.388665,80.104731,9/21/17,TBD,35,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10720E,Chalam Cherla Veera Reddy,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.330296,80.096658,9/21/17,TBD,48,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,2,0,,,,,
F10720G,Chapala Venkata Ramanaiah,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Kader Exports Pvt. Ltd.,Kader Exports Pvt. Ltd.,15.3328033,80.0688636,9/21/17,TBD,86,,,SGS India Pvt. Ltd.,A. B. Ch. Mohan,13,3,0,,,,,
F10721A,Traiguen 1,Salmon Farm Standard,1,Farm,Salmon,,Chile,Invermar S.A.,Invermar S.A.,-42.5743558,-73.38871393,9/8/17,TBD,"1,776",,,,,,,,,,,,
F10721B,Traiguen 2,Salmon Farm Standard,1,Farm,Salmon,,Chile,Invermar S.A.,Invermar S.A.,-42.51747951,-73.41875381,9/15/17,TBD,"3,093",,,,,,,,,,,,
F10721C,Ester,Salmon Farm Standard,1,Farm,Salmon,,Chile,Invermar S.A.,Invermar S.A.,-45.15611111,-73.38416667,9/8/17,TBD,"2,359",,,,,,,,,,,,
F10721D,Rabudo,Salmon Farm Standard,1,Farm,Salmon,,Chile,Invermar S.A.,Invermar S.A.,-45.40662172,-73.07049579,9/8/17,TBD,"3,500",,,,,,,,,,,,
F10722A,Siri Aqua Farms Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,17.265569,82.537901,9/12/17,TBD,725,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,9,1,0,,,,,
F10722B,Kajuluru,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.78611921,82.18913924,9/12/17,TBD,320,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,9,0,0,,,,,
F10722C,Venkateswara Harijana Welfair Society,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.87855663,82.18008957,9/12/17,TBD,240,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,8,2,0,,,,,
F10722F,Gurajanapalli,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.91110428,82.23393223,9/12/17,TBD,70,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,9,0,0,,,,,
F10722G,Kona,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.10016381,81.11141167,9/12/17,TBD,400,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,8,0,0,,,,,
F10722H,Vetlapalem,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.98521657,82.13923974,9/12/17,TBD,70,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,9,0,0,,,,,
F10722I,Anthervedi,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Apex Frozen Foods Pvt. Ltd.,Apex Frozen Foods Pvt. Ltd.,16.34985094,81.74463315,9/12/17,TBD,120,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,9,0,0,,,,,
F10723A,Thai Royal IOM Farm Group 9 - Yodpinij 5,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.225174,99.501739,11/22/17,TBD,,,,,,,,,,,,,
F10723B,Thai Royal IOM Farm Goup 9 - TPN Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.140141065,99.31281767,11/22/17,TBD,,,,,,,,,,,,,
F10723C,Thai Royal IOM Farm Group 9 - Natenon 3,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.195212012,99.483283,11/22/17,TBD,,,,,,,,,,,,,
F10723D,Thai Royal IOM Farm Goup 9 - Natenon 14,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Royal Frozen Co. Ltd.,Thai Royal Frozen Co. Ltd.,9.181063257,99.383746,11/22/17,TBD,,,,,,,,,,,,,
F10724A,"Sunnyvale Farm Group - Lianjiang Chanqing Tilapia Farm Base, Shuixi",Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Sunnyvale Farm Group,Sunnyvale Farm Group,21.752346,109.97972,2/1/17,TBD,,,,,,,,,,,,,
F10724B,Sunnyvale Farm Group - Leizhou Longmen Reservoir,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Sunnyvale Farm Group,Sunnyvale Farm Group,20.6742439,110.033235,2/1/17,TBD,,,,,,,,,,,,,
F10725,Gaozhou Ise Agriculture Co. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Maoming Hongye Aquatic Products Co. Ltd.,Maoming Hongye Aquatic Products Co. Ltd.,21.21873883,110.1903502,10/12/17,TBD,,,,,,,,,,,,,
F10727A,AMS - IOM 3 - Pichit Farm (Aom Aok Prai Farm 2),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Andaman Seafood Co. Ltd.,Andaman Seafood Co. Ltd.,9.0428611,98.4165278,9/16/17,TBD,13.4,,,NSF International,Bunpop Jantaro,7,0,0,,,,,
F10727B,AMS - IOM 3 - Chalermchai Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Andaman Seafood Co. Ltd.,Andaman Seafood Co. Ltd.,8.89625,98.40294444,9/16/17,TBD,115.2,,,NSF International,Bunpop Jantaro,9,0,0,,,,,
F10727C,AMS - IOM 3 - Aom Aok Prai Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Andaman Seafood Co. Ltd.,Andaman Seafood Co. Ltd.,8.974889,98.397739,9/16/17,TBD,8.8,,,NSF International,Bunpop Jantaro,7,0,0,,,,,
F10727D,AMS - Cluster 3 - Manop Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,AMS - Cluster 3 - Manop Farm,AMS - Cluster 3 - Manop Farm,9.702880556,98.56874444,9/16/19,,,,,,,,,,,,,,
F10727E,AMS - Cluster 3 - Insee Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,AMS - Cluster 3 - Insee Farm,AMS - Cluster 3 - Insee Farm,9.576388889,98.57138889,9/16/19,,,,,,,,,,,,,,
F10727F,AMS - Cluster 3 - Likit Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,AMS - Cluster 3 - Likit Farm,AMS - Cluster 3 - Likit Farm,7.9475,98.39611111,9/16/19,,,,,,,,,,,,,,
F10728,North Branch Hanshan Reservoir Farm,Finfish and Crustacean Farm Standard,4,Farm,Catfish,,China,Guangxi Yulin City Xinjian Zhongyan Co. Ltd.,Guangxi Yulin City Xinjian Zhongyan Co. Ltd.,22.70805556,110.1166667,9/29/17,TBD,243.179,,,NSF International,Yaddo Chen,11,5,0,,,,,
F10729,Shikang Reservoir - Junye Aquatic Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Shikang Reservoir,Shikang Reservoir,21.75375614,109.3630609,9/29/17,TBD,361.93,,,NSF International,Yaddo Chen,9,2,0,,,,,
F10730A,Kasturi Aqua Life Products Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Pasupati Aquatics Pvt. Ltd.,Pasupati Aquatics Pvt. Ltd.,21.78498238,87.88079825,8/29/17,TBD,120,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,4,0,0,,,,,
F10730B,Pasupati Aquatics Pvt. Ltd. Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Pasupati Aquatics Pvt. Ltd.,Pasupati Aquatics Pvt. Ltd.,21.66797711,87.70254325,8/29/17,TBD,96,,,Bureau Veritas Certification India Pvt. Ltd.,Masud Hasan,5,0,0,,,,,
F10731,Fuqing Yujiang Agricultural Economy Development Co. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,China,Fuqing Yujiang Agricultural Development Co. Ltd.,Fuqing Yujiang Agricultural Development Co. Ltd.,25.59863889,119.4574611,10/6/17,TBD,,,,,,,,,,,,,
F10732,Tortuga,Salmon Farm Standard,1,Farm,Salmon,,Chile,Marine Harvest Chile,Marine Harvest,-45.32714444,-73.08046111,8/11/17,TBD,4748,,,Acoura Marine,Filaretos Kaminaris,0,0,0,,,,,
F10733,Alao Sur,Salmon Farm Standard,1,Farm,Salmon,,Chile,Marine Harvest Chile,Marine Harvest,-42.60555556,-73.32222222,8/11/17,TBD,6259,,,Acoura Marine,Filaretos Kaminaris,1,0,0,,,,,
F10734,Lyng 2,Salmon Farm Standard,1,Farm,Salmon,,Chile,Marine Harvest Chile,Marine Harvest,-45.69388889,-74.26888889,8/11/17,TBD,4798,,,Acoura Marine,Filaretos Kaminaris,0,0,0,,,,,
F10735,Thorton Farm,Finfish and Crustacean Farm Standard,4,Farm,Rainbow Trout,,Australia,Goulburn River Trout Pty. Ltd.,Goulburn River Trout Pty. Ltd.,-37.23726111,145.7715111,10/25/17,TBD,664,,,Global Trust,David O'Sullivan,8,0,0,,,,,
F10736,Walnut Island Trout Farm,Finfish and Crustacean Farm Standard,4,Farm,Rainbow Trout,,Australia,Goulburn River Trout Pty. Ltd.,Goulburn River Trout Pty. Ltd.,-37.23618483,145.7339593,10/25/17,TBD,357,,,Global Trust,David O'Sullivan,8,0,0,,,,,
F10739A,Thai Union Group - IOM 8 - Sanguansin Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group Public Co. Ltd.,Thai Union Group Public Co. Ltd.,12.38111111,102.1869444,11/4/17,TBD,274.94,,,NSF International,Bunpop Jantaro,6,0,0,,,,,
F10739D,Thai Union Group PCL IOM 8 - Pordee Farm (Mr. Jirayu Jantraopas),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group PCL IOM 8 - Pordee Farm (Mr. Jirayu Jantraopas),Thai Union Group PCL IOM 8 - Pordee Farm (Mr. Jirayu Jantraopas),12.39758333,102.3291694,,,,,,,,,,,,,,,
F10740A,Thai Union Group - Cluster 9 - Korrakod 1 Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group - Cluster 9 - Korrakod 1 Farm,Thai Union Group - Cluster 9 - Korrakod 1 Farm,6.830833333,99.82333333,10/11/18,,,,,,,,,,,,,,
F10740B,Thai Union Group - Cluster 9 - Aphisit Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group - Cluster 9 - Aphisit Farm,Thai Union Group - Cluster 9 - Aphisit Farm,6.648844444,99.98110556,9/4/19,,,,,,,,,,,,,,
F10740C,Thai Union Group - IOM 9 - Supsopa Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group Public Co. Ltd.,Thai Union Group Public Co. Ltd.,7.927777778,100.3247222,10/11/17,TBD,47,,,NSF International,Bunpop Jantaro,9,2,0,,,,,
F10740D,Thai Union Group - Cluster 9 - Noppawong Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group - Cluster 9 - Noppawong Farm,Thai Union Group - Cluster 9 - Noppawong Farm,6.825725,99.82143611,10/11/17,,,,,,,,,,,,,,
F10740E,Thai Union Group - Cluster 9 - Choksamart Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Thai Union Group - Cluster 9 - Choksamart Farm,Thai Union Group - Cluster 9 - Choksamart Farm,6.798436111,99.93288889,9/4/19,,,,,,,,,,,,,,
F10742,Dianbai County Longshan Town Wu Ming Dong Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Maoming Hongye Aquatic Products Co. Ltd.,Maoming Hongye Aquatic Products Co. Ltd.,21.47111111,111.1472222,10/12/17,TBD,1590.3,,,NSF International,Yaddo Chen,6,1,0,,,,,
F10743,Cone Bay Ocean Barramundi,Finfish and Crustacean Farm Standard,4,Farm,Barramundi,,Australia,MPA Fish Farms Pty. Ltd.,MPA Fish Farms Pty. Ltd.,-16.49282778,123.5309639,12/20/17,TBD,,,,,,,,,,,,,
F10746,PT. Indokom Samudra Persada,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT. Indokom Samudra Persada,PT. Indokom Samudra Persada,-5.706130556,105.7931222,,,,,,,,,,,,,,,
F10749A,"Okeanos Food Co., Ltd. - Lookkratai IOM 1 - Lookkratai Farm",Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Okeanos Food Co. Ltd.,Okeanos Food Co. Ltd.,12.53805556,102.0133333,10/12/18,TBD,27.97,,,NSF International,Bunpop Jantaro,2,0,0,,,,,
F10749C,"Okeanos Food Co., Ltd. - Lookkratai IOM 1 - Organic Farm",Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Okeanos Food Co. Ltd.,Okeanos Food Co. Ltd.,12.55080556,102.09875,10/12/18,,,,,,,,,,,,,,
F10749D,"Okeanos Food Co., Ltd. - Lookkratai IOM 1 - NP Farm",Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Okeanos Food Co. Ltd.,Okeanos Food Co. Ltd.,12.49222222,102.0502778,10/12/18,,,,,,,,,,,,,,
F10752,Kuliarchar Shrimp Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Bangladesh,Kuliarchar Group,Kuliarchar Group,21.72994389,91.96485556,10/24/17,TBD,346,,,Bureau Veritas Certification India Pvt. Ltd.,T. D. Babu,5,0,0,,,,,
F10753,Wuchuan Fuyuan Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,China,Wuchuan Fuyuan Farm,Wuchuan Fuyuan Farm,21.26111111,110.6516667,11/10/17,TBD,421.6,,,Global Trust,Shibiao Wang,12,4,2,,,,,
F10755,Pedapudi,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Devi Sea Foods Ltd.,Devi Sea Foods Ltd.,16.9790497,82.14838071,11/13/17,TBD,883,,,NSF International,Amar Garapati,4,0,0,,,,,
F10756,Golden Prawns Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,M/S Golden Prawns Pvt. Ltd.,M/S Golden Prawns Pvt. Ltd.,15.511192,80.169615,11/13/17,TBD,777.25,,,NSF International,Amar Garapati,4,0,0,,,,,
F10757,Prathyusha Global Trade Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,M/S Global Trade Pvt. Ltd.,M/S Global Trade Pvt. Ltd.,15.31984494,80.05254529,11/13/17,TBD,490,,,NSF International,Amar Garapati,5,0,0,,,,,
F10758,Thoong La Aong Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Andaman Seafood Co. Ltd.,Andaman Seafood Co. Ltd.,9.075361381,98.4115418,10/4/17,TBD,188.5,,,NSF International,Bunpop Jantaro,7,1,0,,,,,
F10759A,"Sea Wealth Frozen Food Co., Ltd. IOM 2 - Samorn Farm",Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Sea Wealth Frozen Food Co Ltd.,Sea Wealth Frozen Food Co Ltd.,7.861138889,100.3423056,12/16/17,TBD,250,,,,,,,,,,,,
